Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
122	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	14	-2.17	0.97403	1	2.17	0.026973	0.061491	1.895	0.50849	0.76841	5	0.043989	0.84615	0.999	9	2.3308	0.2008	0.39393
123	GO_PROTEOGLYCAN_METABOLIC_PROCESS	81	-1.384	0.97802	1	1.384	0.022977	0.055485	4.0756	0.68631	0.82257	33	2.87	0.65435	0.999	48	2.9147	0.57043	0.71523
124	GO_DOPAMINE_METABOLIC_PROCESS	24	-3.5696	0.998	1	3.5696	0.002997	0.013761	2.6023	0.50749	0.76841	8	-0.85958	0.98002	0.999	16	3.795	0.047952	0.18391
125	GO_POSITIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	16	-1.8526	0.95405	1	1.8526	0.046953	0.096878	0.24738	0.93606	0.95763	7	-1.8671	0.998	0.999	9	1.9765	0.3007	0.50698
126	GO_L_ASCORBIC_ACID_METABOLIC_PROCESS	11	-2.3916	0.97702	1	2.3916	0.023976	0.057052	1.6653	0.53946	0.78645	2	0.63062	0.53047	0.999	9	1.5438	0.42358	0.61372
127	GO_ETHANOL_METABOLIC_PROCESS	14	-0.67645	0.85115	1	0.67645	0.14985	0.23374	3.8464	0.070929	0.4282	4	4.2175	0.017982	0.61878	10	1.8837	0.35065	0.54585
128	GO_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS	14	-3.1986	0.995	1	3.1986	0.005994	0.022989	4.5076	0.025974	0.26461	4	1.7362	0.34965	0.999	10	4.2353	0.010989	0.079609
129	GO_COBALAMIN_METABOLIC_PROCESS	20	-3.2893	0.997	1	3.2893	0.003996	0.017141	5.2305	0.016983	0.21712	6	2.3463	0.22078	0.999	14	4.7157	0.004995	0.056151
130	GO_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS	18	-2.1685	0.97203	1	2.1685	0.028971	0.064689	1.3069	0.75724	0.86014	7	-0.44152	0.94206	0.999	11	2.024	0.32068	0.52011
131	GO_PRIMARY_AMINO_COMPOUND_METABOLIC_PROCESS	13	-1.9553	0.96004	1	1.9553	0.040959	0.087846	0.85644	0.8002	0.8846	3	-0.032007	0.79021	0.999	10	0.99402	0.61838	0.74664
132	GO_CELLULAR_HORMONE_METABOLIC_PROCESS	100	-4.9602	1	1	4.9602	0.000999	0.0065135	7.8127	0.017982	0.21712	37	2.9798	0.68132	0.999	63	7.5595	0.000999	0.020355
133	GO_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	34	-2.6044	0.99401	1	2.6044	0.006993	0.023747	3.3323	0.40659	0.72353	12	1.4287	0.69031	0.999	22	3.0875	0.1978	0.39393
134	GO_CELL_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS	18	-0.55611	0.81419	1	0.55611	0.18681	0.27433	1.6582	0.65534	0.81839	8	0.79518	0.74825	0.999	10	1.5135	0.46653	0.64996
135	GO_NUCLEOBASE_METABOLIC_PROCESS	38	-3.5926	0.998	1	3.5926	0.002997	0.013761	2.4505	0.72827	0.84792	14	-0.8556	0.99401	0.999	24	3.737	0.094905	0.24426
136	GO_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS	17	-3.6288	1	1	3.6288	0.000999	0.0065135	3.6877	0.1039	0.46865	3	1.6253	0.30969	0.999	14	3.3112	0.08991	0.24224
137	GO_PHOSPHOLIPID_SCRAMBLING	12	0.8266	0.45255	1	-0.8266	0.54845	0.64547	0.70285	0.77622	0.87258	7	0.91266	0.66533	0.999	5	0.008973	0.79021	0.85801
138	GO_AROMATIC_AMINO_ACID_FAMILY_METABOLIC_PROCESS	27	-2.9793	0.99401	1	2.9793	0.006993	0.023747	4.2002	0.11588	0.46865	9	1.4066	0.6004	0.999	18	4.1495	0.028971	0.13889
139	GO_POSITIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	40	2.294	0.20879	1	-2.294	0.79221	0.83415	5.7363	0.01998	0.2246	25	4.5596	0.095904	0.999	15	3.481	0.080919	0.23345
140	GO_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS	15	1.4477	0.32068	1	-1.4477	0.68032	0.75437	3.7364	0.094905	0.45978	10	2.6236	0.27972	0.999	5	2.7613	0.068931	0.21712
141	GO_OXIDATIVE_PHOSPHORYLATION	80	0.27387	0.82118	1	-0.27387	0.17982	0.26891	1.3788	0.99401	0.99706	43	0.80219	0.996	0.999	37	1.1626	0.88711	0.91494
142	GO_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	28	-0.36152	0.81419	1	0.36152	0.18681	0.27433	0.59153	0.96903	0.98307	12	0.32496	0.90709	0.999	16	0.50109	0.83816	0.87859
143	GO_REGULATION_OF_LIPID_KINASE_ACTIVITY	47	0.88171	0.56543	1	-0.88171	0.43556	0.53381	4.9116	0.13586	0.50237	29	2.7174	0.61938	0.999	18	4.4875	0.016983	0.1105
144	GO_VITAMIN_D_METABOLIC_PROCESS	11	-0.037341	0.67433	1	0.037341	0.32667	0.42428	1.8767	0.47453	0.75461	4	2.4432	0.17183	0.999	7	0.50575	0.67632	0.77091
145	GO_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	16	2.289	0.13586	1	-2.289	0.86513	0.89638	1.8574	0.56543	0.78774	10	2.6421	0.26873	0.999	6	-0.37768	0.89111	0.91494
146	GO_TRICARBOXYLIC_ACID_METABOLIC_PROCESS	36	-6.9322	1	1	6.9322	0.000999	0.0065135	5.0141	0.075924	0.43236	8	-1.0529	0.98901	0.999	28	6.2482	0.001998	0.025052
147	GO_TETRAHYDROFOLATE_METABOLIC_PROCESS	19	-2.6468	0.99101	1	2.6468	0.00999	0.030155	2.9957	0.26374	0.61855	7	0.92739	0.66034	0.999	12	3.0613	0.092907	0.24426
148	GO_CARNITINE_METABOLIC_PROCESS	13	-5.9346	1	1	5.9346	0.000999	0.0065135	6.2852	0.001998	0.081419	2	1.5159	0.27772	0.999	11	6.1863	0.000999	0.020355
149	GO_PYRIMIDINE_RIBONUCLEOTIDE_METABOLIC_PROCESS	22	1.2813	0.37263	1	-1.2813	0.62837	0.70395	3.7922	0.14286	0.50237	13	2.9399	0.2977	0.999	9	2.3957	0.18681	0.38791
150	GO_GALACTOSE_METABOLIC_PROCESS	13	-1.9073	0.95704	1	1.9073	0.043956	0.091857	1.8495	0.48551	0.76095	4	0.6033	0.68931	0.999	9	1.8206	0.35365	0.54585
151	GO_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	34	2.1639	0.23277	1	-2.1639	0.76823	0.82113	4.8824	0.083916	0.44649	18	5.1367	0.018981	0.61878	16	1.669	0.5045	0.66711
152	GO_GLYOXYLATE_METABOLIC_PROCESS	28	-5.3997	1	1	5.3997	0.000999	0.0065135	4.2269	0.12587	0.48276	6	0.45731	0.78521	0.999	22	4.5298	0.018981	0.1105
153	GO_TOXIN_METABOLIC_PROCESS	12	-0.29366	0.73027	1	0.29366	0.27073	0.36928	1.1746	0.65335	0.81839	6	0.14497	0.84915	0.999	6	1.5161	0.35664	0.54585
154	GO_NEUTRAL_LIPID_CATABOLIC_PROCESS	24	1.5172	0.31768	1	-1.5172	0.68332	0.75512	2.7373	0.46454	0.75461	10	4.2673	0.037962	0.82504	14	-0.022486	0.92108	0.93454
155	GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION	36	-1.1814	0.94406	1	1.1814	0.056943	0.1105	1.2663	0.92308	0.95134	18	-0.45862	0.99301	0.999	18	2.2494	0.36663	0.55592
156	GO_4_HYDROXYPROLINE_METABOLIC_PROCESS	10	-1.4179	0.91409	1	1.4179	0.086913	0.15483	0.96748	0.6993	0.83017	3	0.23118	0.72627	0.999	7	1.005	0.52847	0.68096
157	GO_REGULATION_OF_FATTY_ACID_TRANSPORT	26	-2.6412	0.99001	1	2.6412	0.010989	0.032567	2.9107	0.41758	0.72411	11	-0.12333	0.94106	0.999	15	3.9377	0.032967	0.15137
158	GO_GLYCOSPHINGOLIPID_BIOSYNTHETIC_PROCESS	23	-0.44004	0.81518	1	0.44004	0.18581	0.27433	1.9195	0.67333	0.81839	9	1.596	0.53646	0.999	14	1.1806	0.66034	0.77091
159	GO_ONE_CARBON_METABOLIC_PROCESS	35	-5.2708	1	1	5.2708	0.000999	0.0065135	5.0983	0.061938	0.42537	13	0.12194	0.93506	0.999	22	6.3368	0.001998	0.025052
160	GO_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS	31	-1.9831	0.98002	1	1.9831	0.020979	0.051039	3.2609	0.37562	0.71991	11	1.7216	0.56843	0.999	20	2.7831	0.22677	0.42487
161	GO_AMINO_SUGAR_METABOLIC_PROCESS	39	0.90079	0.54246	1	-0.90079	0.45854	0.5557	5.248	0.063936	0.42537	21	3.7368	0.1998	0.999	18	3.6887	0.058941	0.20015
162	GO_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS	82	-6.0016	1	1	6.0016	0.000999	0.0065135	6.4746	0.075924	0.43236	26	1.3148	0.9011	0.999	56	6.9389	0.001998	0.025052
163	GO_ETHANOLAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	83	0.26042	0.81419	1	-0.26042	0.18681	0.27433	6.2022	0.13287	0.49787	43	4.3036	0.38262	0.999	40	4.4721	0.087912	0.24224
164	GO_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	25	-4.02	1	1	4.02	0.000999	0.0065135	5.0138	0.035964	0.32567	8	1.5335	0.52747	0.999	17	5.0281	0.005994	0.059214
165	GO_LIPID_TRANSLOCATION	21	-1.5586	0.95005	1	1.5586	0.050949	0.1019	3.0132	0.31868	0.68349	9	1.3493	0.61938	0.999	12	2.8176	0.12787	0.2999
166	GO_INOSITOL_METABOLIC_PROCESS	11	0.22817	0.6034	1	-0.22817	0.3976	0.49662	1.2375	0.67133	0.81839	5	1.2233	0.51449	0.999	6	0.55879	0.66933	0.77091
167	GO_TETRAPYRROLE_METABOLIC_PROCESS	56	-4.1264	1	1	4.1264	0.000999	0.0065135	6.697	0.01998	0.2246	21	2.2895	0.63437	0.999	35	6.6977	0.000999	0.020355
168	GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	83	-3.9103	1	1	3.9103	0.000999	0.0065135	7.6789	0.010989	0.18408	35	2.7211	0.72627	0.999	48	7.774	0.000999	0.020355
169	GO_MULTICELLULAR_ORGANISM_METABOLIC_PROCESS	85	-2.8585	0.999	1	2.8585	0.001998	0.010021	4.6205	0.55245	0.78645	33	2.0768	0.86513	0.999	52	4.253	0.18981	0.39163
170	GO_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS	13	-1.7444	0.94306	1	1.7444	0.057942	0.11111	3.184	0.14486	0.50237	4	2.4254	0.17582	0.999	9	2.2097	0.23077	0.42989
171	GO_DIOL_METABOLIC_PROCESS	11	-1.6373	0.94505	1	1.6373	0.055944	0.10921	1.7158	0.52248	0.77775	1	3.6896	0.014985	0.61878	10	0.63276	0.72228	0.80363
172	GO_REGULATION_OF_LIPID_TRANSPORT	93	-3.412	1	1	3.412	0.000999	0.0065135	5.5724	0.33067	0.69101	42	1.2189	0.97403	0.999	51	6.4187	0.006993	0.059993
173	GO_RECEPTOR_METABOLIC_PROCESS	76	-2.2491	0.995	1	2.2491	0.005994	0.022989	3.5717	0.78921	0.88413	33	1.4663	0.94006	0.999	43	3.4639	0.29471	0.50565
174	GO_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	23	0.16411	0.6993	1	-0.16411	0.3017	0.39819	0.10132	0.97203	0.98307	13	-0.099741	0.94805	0.999	10	0.26738	0.8022	0.86309
175	GO_FATTY_ACID_DERIVATIVE_TRANSPORT	18	1.3933	0.33367	1	-1.3933	0.66733	0.74249	3.1909	0.20779	0.55984	11	2.6469	0.30769	0.999	7	1.7987	0.28272	0.49552
176	GO_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	96	-5.0677	1	1	5.0677	0.000999	0.0065135	7.2098	0.055944	0.41449	36	2.1306	0.86014	0.999	60	7.4694	0.001998	0.025052
177	GO_GLYCINE_METABOLIC_PROCESS	15	-3.8921	0.999	1	3.8921	0.001998	0.010021	2.6838	0.2957	0.65578	3	-0.064328	0.7992	0.999	12	3.0327	0.095904	0.24426
178	GO_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	33	-2.2037	0.98601	1	2.2037	0.014985	0.041399	1.5311	0.88611	0.93318	14	-0.9971	0.996	0.999	19	2.8737	0.20879	0.39805
179	GO_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	70	-0.67395	0.91808	1	0.67395	0.082917	0.15017	4.4859	0.46553	0.75461	31	3.5447	0.41159	0.999	39	2.8496	0.47752	0.65963
180	GO_REGULATION_OF_CGMP_METABOLIC_PROCESS	28	-0.059799	0.75125	1	0.059799	0.24975	0.34794	1.5456	0.84715	0.91751	11	2.139	0.44655	0.999	17	0.26303	0.89411	0.91494
181	GO_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	33	1.2542	0.43357	1	-1.2542	0.56743	0.66065	2.888	0.50949	0.76841	19	2.5932	0.46753	0.999	14	1.4129	0.59141	0.72726
182	GO_METHIONINE_METABOLIC_PROCESS	18	-1.6813	0.94006	1	1.6813	0.060939	0.1155	1.7371	0.62837	0.81546	7	0.44536	0.80719	0.999	11	1.8668	0.36264	0.55243
183	GO_GLYCOSPHINGOLIPID_METABOLIC_PROCESS	63	0.0038309	0.82817	1	-0.0038309	0.17283	0.26205	3.647	0.67632	0.81839	30	2.9402	0.59141	0.999	33	2.2357	0.58142	0.72069
184	GO_RETINAL_METABOLIC_PROCESS	11	-0.88705	0.84416	1	0.88705	0.15684	0.24233	2.5237	0.29171	0.65578	4	1.8643	0.31668	0.999	7	1.7544	0.2997	0.50698
185	GO_RETINOIC_ACID_METABOLIC_PROCESS	21	-1.7332	0.95904	1	1.7332	0.041958	0.08882	2.0849	0.59141	0.81008	7	1.0639	0.62537	0.999	14	1.8012	0.47353	0.65689
186	GO_NADH_METABOLIC_PROCESS	32	-0.38914	0.82218	1	0.38914	0.17882	0.26864	3.8309	0.23776	0.59258	17	1.9637	0.66533	0.999	15	3.5049	0.074925	0.22616
187	GO_LIPID_PARTICLE_ORGANIZATION	14	-0.81561	0.87113	1	0.81561	0.12987	0.20959	1.445	0.64535	0.81839	6	1.0341	0.62338	0.999	8	1.0159	0.57542	0.71873
188	GO_ANDROGEN_METABOLIC_PROCESS	30	-6.2799	1	1	6.2799	0.000999	0.0065135	7.2726	0.000999	0.054279	7	1.9911	0.34765	0.999	23	7.2074	0.000999	0.020355
189	GO_INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS	24	-2.566	0.98901	1	2.566	0.011988	0.034585	3.5627	0.22178	0.57639	7	1.8503	0.38062	0.999	17	3.0458	0.14885	0.33698
190	GO_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	19	1.5311	0.28671	1	-1.5311	0.71429	0.77879	2.6829	0.36863	0.7192	11	2.9128	0.25075	0.999	8	0.71903	0.66434	0.77091
191	GO_POSITIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	17	-0.048685	0.71329	1	0.048685	0.28771	0.38707	0.59941	0.8961	0.93332	9	0.26724	0.87712	0.999	8	0.59033	0.70529	0.79012
192	GO_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS	27	-0.3407	0.79321	1	0.3407	0.20779	0.29842	2.5534	0.54446	0.78645	11	2.3429	0.38561	0.999	16	1.3744	0.6034	0.73398
193	GO_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	13	0.9105	0.42458	1	-0.9105	0.57642	0.66636	2.2021	0.3966	0.72231	6	3.2075	0.092907	0.999	7	0.031441	0.81119	0.8667
194	GO_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	48	-2.8559	0.997	1	2.8559	0.003996	0.017141	4.5893	0.24675	0.60031	18	1.5581	0.77223	0.999	30	4.5981	0.047952	0.18391
195	GO_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	25	-3.8712	1	1	3.8712	0.000999	0.0065135	2.2686	0.61339	0.81546	6	-0.56338	0.94605	0.999	19	2.9188	0.1998	0.39393
196	GO_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	15	-0.82053	0.84016	1	0.82053	0.16084	0.24502	2.4313	0.36064	0.71846	5	2.2392	0.23477	0.999	10	1.3944	0.5035	0.66711
197	GO_DRUG_METABOLIC_PROCESS	38	-6.893	1	1	6.893	0.000999	0.0065135	7.1235	0.001998	0.081419	8	1.5826	0.51049	0.999	30	7.2	0.000999	0.020355
198	GO_RESPONSE_TO_FATTY_ACID	81	-0.54238	0.92308	1	0.54238	0.077922	0.14271	7.7888	0.011988	0.18408	35	6.3329	0.014985	0.61878	46	4.8115	0.053946	0.19402
199	GO_IMIDAZOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS	10	-2.8726	0.99201	1	2.8726	0.008991	0.028736	4.6757	0.012987	0.18408	3	1.9173	0.24176	0.999	7	4.3334	0.007992	0.066805
200	GO_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS	22	-4.1789	0.999	1	4.1789	0.001998	0.010021	4.5274	0.060939	0.42537	7	0.61914	0.76224	0.999	15	5.06	0.005994	0.059214
201	GO_NEUTRAL_LIPID_METABOLIC_PROCESS	78	-0.64217	0.92507	1	0.64217	0.075924	0.14144	6.1165	0.11389	0.46865	33	4.9999	0.10689	0.999	45	3.7711	0.25475	0.45882
202	GO_AMINO_ACID_BETAINE_METABOLIC_PROCESS	18	-6.1597	1	1	6.1597	0.000999	0.0065135	6.2644	0.002997	0.097702	3	1.392	0.37762	0.999	15	6.2398	0.001998	0.025052
203	GO_CELLULAR_ALDEHYDE_METABOLIC_PROCESS	80	-4.983	1	1	4.983	0.000999	0.0065135	7.8306	0.003996	0.10021	27	3.5452	0.32068	0.999	53	7.0902	0.000999	0.020355
204	GO_ARGININE_METABOLIC_PROCESS	17	-3.7973	1	1	3.7973	0.000999	0.0065135	1.1721	0.77323	0.87222	2	-1.3007	0.96204	0.999	15	1.7228	0.5045	0.66711
205	GO_POSITIVE_REGULATION_OF_CAMP_METABOLIC_PROCESS	78	-0.33767	0.88911	1	0.33767	0.11189	0.18422	3.3331	0.82318	0.90052	42	1.4516	0.96603	0.999	36	3.3384	0.25375	0.45882
206	GO_CELLULAR_RESPONSE_TO_FATTY_ACID	50	0.28879	0.73926	1	-0.28879	0.26174	0.36155	5.2073	0.0999	0.46525	22	4.9292	0.046953	0.8399	28	2.5892	0.39161	0.58831
207	GO_OXIDOREDUCTION_COENZYME_METABOLIC_PROCESS	96	-2.0914	0.997	1	2.0914	0.003996	0.017141	7.5294	0.035964	0.32567	39	5.0912	0.12987	0.999	57	5.5602	0.035964	0.15427
208	GO_GDP_METABOLIC_PROCESS	13	0.15381	0.63037	1	-0.15381	0.37063	0.46471	1.9167	0.46753	0.75461	7	1.161	0.6034	0.999	6	1.5673	0.34266	0.54384
209	GO_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	35	-3.1446	0.999	1	3.1446	0.001998	0.010021	1.7594	0.84316	0.91751	11	0.26221	0.8971	0.999	24	1.9471	0.55544	0.70184
210	GO_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT	26	-3.127	0.996	1	3.127	0.004995	0.020612	1.8714	0.73826	0.84949	9	-0.72919	0.96703	0.999	17	2.8449	0.18581	0.38791
211	GO_PURINE_NUCLEOBASE_METABOLIC_PROCESS	20	-2.8723	0.995	1	2.8723	0.005994	0.022989	2.1753	0.53147	0.78398	9	-1.3155	0.98801	0.999	11	4.1231	0.02997	0.1416
212	GO_LIPID_PHOSPHORYLATION	95	-0.093922	0.89011	1	0.093922	0.11089	0.1835	3.4445	0.90609	0.94072	45	2.7652	0.82318	0.999	50	2.1246	0.77323	0.85159
213	GO_PIRNA_METABOLIC_PROCESS	15	2.3483	0.13986	1	-2.3483	0.86114	0.89638	2.5569	0.32867	0.69101	11	2.3009	0.3986	0.999	4	1.1359	0.3956	0.59065
214	GO_FUCOSE_METABOLIC_PROCESS	14	0.19846	0.66434	1	-0.19846	0.33666	0.4321	1.354	0.66733	0.81839	8	0.58459	0.80519	0.999	6	1.3932	0.3976	0.59065
215	GO_NEGATIVE_REGULATION_OF_LIPID_STORAGE	17	-3.456	1	1	3.456	0.000999	0.0065135	2.025	0.55644	0.78774	3	1.0108	0.49351	0.999	14	1.7635	0.48951	0.66711
216	GO_CERAMIDE_METABOLIC_PROCESS	70	0.16907	0.81019	1	-0.16907	0.19081	0.27894	4.3787	0.5045	0.76841	32	3.5668	0.40659	0.999	38	2.6698	0.48651	0.6664
217	GO_URONIC_ACID_METABOLIC_PROCESS	27	0.16093	0.68332	1	-0.16093	0.31768	0.4176	3.9986	0.15385	0.51592	10	4.3397	0.037962	0.82504	17	1.7108	0.53846	0.68839
218	GO_GLUTATHIONE_METABOLIC_PROCESS	56	-0.32797	0.86713	1	0.32797	0.13387	0.21498	6.4869	0.02997	0.29607	24	5.2857	0.042957	0.8399	32	4.0039	0.11688	0.28018
219	GO_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS	23	-8.5722	1	1	8.5722	0.000999	0.0065135	7.3873	0.000999	0.054279	3	-0.40743	0.87113	0.999	20	8.0798	0.000999	0.020355
220	GO_UBIQUINONE_METABOLIC_PROCESS	12	-2.2322	0.97602	1	2.2322	0.024975	0.057744	0.54699	0.81219	0.89149	4	-1.2021	0.98202	0.999	8	1.5199	0.4016	0.5924
221	GO_HISTONE_MRNA_METABOLIC_PROCESS	28	3.6319	0.032967	1	-3.6319	0.96803	0.97702	2.6666	0.56543	0.78774	19	3.3748	0.24675	0.999	9	-0.19995	0.8971	0.91494
222	GO_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	16	0.073119	0.65834	1	-0.073119	0.34266	0.43806	2.4229	0.39461	0.72231	7	2.5093	0.21978	0.999	9	1.0175	0.61738	0.74664
223	GO_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	11	1.7665	0.20879	1	-1.7665	0.79221	0.83415	2.847	0.2008	0.55984	7	2.7847	0.17283	0.999	4	1.0374	0.42757	0.61676
224	GO_CDP_DIACYLGLYCEROL_METABOLIC_PROCESS	12	2.2773	0.13487	1	-2.2773	0.86613	0.89638	1.7008	0.4995	0.76841	8	2.1465	0.32767	0.999	4	-0.089759	0.7982	0.86164
225	GO_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS	22	0.24586	0.64136	1	-0.24586	0.35964	0.45267	4.0691	0.1039	0.46865	12	2.1936	0.46953	0.999	10	3.6325	0.026973	0.13323
226	GO_PHOSPHOLIPID_TRANSPORT	54	-3.3407	0.999	1	3.3407	0.001998	0.010021	4.0194	0.41558	0.72411	22	0.76536	0.95305	0.999	32	4.5868	0.047952	0.18391
227	GO_CARDIOLIPIN_METABOLIC_PROCESS	14	1.1489	0.38861	1	-1.1489	0.61239	0.68841	2.4514	0.34466	0.70394	9	1.8731	0.46553	0.999	5	1.5888	0.3007	0.50698
228	GO_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH	43	-2.5029	0.997	1	2.5029	0.003996	0.017141	5.0482	0.0999	0.46525	20	1.5587	0.7982	0.999	23	5.449	0.001998	0.025052
229	GO_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS	41	-2.2753	0.98302	1	2.2753	0.017982	0.046159	2.5022	0.73427	0.84949	17	-0.1836	0.97902	0.999	24	3.4249	0.13786	0.32102
230	GO_URATE_METABOLIC_PROCESS	11	-2.5249	0.98102	1	2.5249	0.01998	0.049345	0.76352	0.7952	0.8846	3	-1.3228	0.98002	0.999	8	1.7054	0.34965	0.54585
231	GO_REGULATION_OF_FATTY_ACID_OXIDATION	27	-3.9673	0.999	1	3.9673	0.001998	0.010021	3.9923	0.15385	0.51592	7	0.86168	0.67433	0.999	20	4.1289	0.035964	0.15427
232	GO_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	70	0.06097	0.82318	1	-0.06097	0.17782	0.26838	4.5374	0.45455	0.75461	27	4.7258	0.095904	0.999	43	2.0444	0.72527	0.80422
233	GO_NEUROTRANSMITTER_METABOLIC_PROCESS	24	1.0913	0.44855	1	-1.0913	0.55245	0.64783	2.2668	0.61738	0.81546	15	1.3489	0.77522	0.999	9	1.9603	0.31269	0.51224
234	GO_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	51	-5.0837	1	1	5.0837	0.000999	0.0065135	4.2803	0.31069	0.67957	13	0.99166	0.80719	0.999	38	4.3786	0.078921	0.22972
235	GO_DIACYLGLYCEROL_METABOLIC_PROCESS	12	1.7542	0.20779	1	-1.7542	0.79321	0.83415	2.8129	0.18382	0.53504	6	3.5095	0.058941	0.91499	6	0.46847	0.6963	0.79012
236	GO_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	20	-3.5134	0.998	1	3.5134	0.002997	0.013761	2.9894	0.29371	0.65578	5	0.64838	0.6963	0.999	15	3.0776	0.14386	0.32795
237	GO_POSITIVE_REGULATION_OF_FATTY_ACID_OXIDATION	14	-2.8254	0.99401	1	2.8254	0.006993	0.023747	1.9409	0.4965	0.76841	4	-0.45462	0.91608	0.999	10	2.584	0.16783	0.3672
238	GO_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	81	-4.2964	1	1	4.2964	0.000999	0.0065135	3.2817	0.88012	0.93318	32	-0.98032	0.999	0.999	49	5.0115	0.051948	0.19028
239	GO_CAMP_METABOLIC_PROCESS	33	1.3482	0.39361	1	-1.3482	0.60739	0.68516	3.6305	0.31868	0.68349	17	3.6981	0.16883	0.999	16	1.402	0.59241	0.72726
240	GO_INTRACELLULAR_LIPID_TRANSPORT	20	-1.8447	0.97502	1	1.8447	0.025974	0.059631	2.669	0.38462	0.72231	9	0.70311	0.78422	0.999	11	2.9628	0.12388	0.29477
241	GO_NEGATIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	13	-2.8999	0.99201	1	2.8999	0.008991	0.028736	2.6753	0.26374	0.61855	4	-0.14064	0.87512	0.999	9	3.309	0.064935	0.20959
242	GO_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	30	-2.1457	0.98501	1	2.1457	0.015984	0.042364	3.7746	0.2038	0.55984	13	1.1121	0.78521	0.999	17	4.0417	0.037962	0.15866
243	GO_GLYCEROLIPID_CATABOLIC_PROCESS	35	1.5785	0.36164	1	-1.5785	0.63936	0.71381	3.0777	0.51748	0.77385	15	4.9027	0.025974	0.76978	20	-0.17441	0.95904	0.96496
244	GO_REGULATION_OF_STEROID_METABOLIC_PROCESS	73	-3.0419	1	1	3.0419	0.000999	0.0065135	5.8688	0.12488	0.48276	27	3.0104	0.48052	0.999	46	5.0868	0.037962	0.15866
245	GO_TRNA_THREONYLCARBAMOYLADENOSINE_METABOLIC_PROCESS	10	0.23583	0.54246	1	-0.23583	0.45854	0.5557	1.1375	0.66134	0.81839	6	0.3557	0.80719	0.999	4	1.3629	0.32967	0.52942
